test_id,beta,coupling,g2,offdiag_norm,hmf_basis_residual
LT-NCG-1,0.8,0.08,0.0064,0.0020439804504267293,0.000878568713582166
LT-NCG-1,0.8,0.14,0.019600000000000003,0.006256825251422263,0.0026869487295124576
LT-NCG-1,1.2,0.08,0.0064,0.002228193714578135,0.0012765923777787102
LT-NCG-1,1.2,0.14,0.019600000000000003,0.0068182560779119035,0.003901160660481291
